آئروژینوزا 33,33,33,33,33,33,33,33,33,33
میلادی 11,18,18,23,23,23,23,23,23,23,25,30,35,49,52,53,57,60,60
میلان 25
میلر 23
میلوری 7
میلچارسکی 27,27,27,27
میلی 28
میلیارد 17,23,40,50,50,7
میلینگنون 55
میلیون 14,16,16,16,17,17,18,25,28,28,28,28,28,28,40,40,40,52,53,57,7,7
مینا 23
مینور 53,53
میهن 50
میوتونیک 28
میوه 16,31,33
میکربی 58
میکرو 11,16,53,57,58,58,58,8
میکروارگانیسم 30,30,30,30,30,30,30,30
میکروارگانیسمهای 30
میکروب 16,53
میکروبی 1,1,1,11,15,15,40
میکروبیولوژیکی 12
میکروسکوپ 53
میکروسکوپی 7
میکرووسکولار 28
میکس 58,58,58
میکنند 10
میگویند 3
نائل 15
ناباروری 42
نابود 33,44
نابینایان 43,8
نابینایی 28,28,28
ناتمام 60
ناتوان 33,8
ناتوانان 52
ناتوانایی 11
ناتوانی 11,11,13,16,28,33,45,7
ناتوانی_رشدی 45
ناحیه 18,18,20,20,32,46,46,50,53,9
ناحیهٔ 17,18,18,18
ناخالص 49
ناخن 10,11,57
ناخواسته 53,57,57,57,57
ناخوشایند 51,6
ناخوشایندی 23
ناخوشی 9
نادر 23
نادرتر 28
نادرتری 12
نادرست 12,16
نادرستی 28
نادری 28
نادیده 31,31
ناراحتی 13
ناراضی 8
نارس 16
نارسایی 28,28,9
نازک 54,57,8
نازکی 30,54
ناسالم 12,31
ناشایع 53
ناشتا 28,28,28,28,7,7
ناشتای 28,28,28,28,28
ناشناخته 10,11,11,11,11,11,23,28,28,34,34,34,53,53
ناشنوایان 35,35
ناشنوایی 28
ناشی 12,13,14,15,17,21,23,25,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,33,33,33,42,51,53,53,54,54,54,58,58,6,6,60,7,7,9,9,9
ناظرین 25,25
نافرمانی 13
ناقص 19,20,44
ناقض 46
ناقل 11,11,20,20,20,40,7,7
ناقلان 10
نامتداول 13
نامتعدل 5
نامش 57
نامطبوع 9
نامطلوب 58,60
نامعلوم 28
نامعمولی 28
نامناسب 13,16,23,28,54,60
نامهای 25
ناموجود 53,53
ناموفق 18
نامگذاری 28,57
نامی 39,49,53
نامیده 16,20,20,21,28,28,28,28,53
نامیرا 14
نانو 11,11,16,23,53,53
ناهمگون 28
ناهمگونی 28
ناهنجار 7
ناهنجاری 12,33
ناهید 17,17,53
ناواگیر 12
ناوبری 16,16
ناپاک 18,18,18,18,18
ناپاکی 18
ناپایداری 23
ناپذیر 25
ناپل 25
ناچیز 21
ناکافی 16,28,31
ناگفته 8
ناگهانی 13,28,28,31,46,54
نایاب 56
نایز 18,18
نایل 28
نایلون 46
نایلونی 41,41,46
نباتات 58,58
نباشد 18,31,57,7
نباشند 31
نباید 10,17,28,28,30,30,54,57,57,58
نبرد 8
نبود 11,12,16,17,28,28,47,51,53,53
نبودن 11,17,53,6
نبوده 20,20
نبودِ 18
نتایج 28,28,28,28,33,35
نتواند 5
نتوانستند 28
نتوورک 52
نتیجه 18,18,18,18,25,28,28,28,28,28,28,28,49,49,51,53,53,53,53,56,57,58,58,58,58,60,60
نتیجهٔ 11
نجات 40,7
نجام 8
نجیب 15
نحوه 27,28,28,28,31,35,53,58
نحوی 31
نخ_دندان 46
نخاع 44,44,53,6,6
نخست 52,56,8
نخستین 11,13,15,15,15,17,18,25,34,52,52
نخواهد 17,28
نخواهند 49
نخود 44
نخودچی 24
نخوریم 16
ندارد 15,18,20,28,28,28,28,28,28,28,49
ندارند 16,18,28,28,28,28,28,30,31,51,54
نداریم 22
نداشت 53
نداشتن 58
نداشته 16,4,54,57,8,8
ندان 46
ندرت 1,28,28,28,7,9
ندهد 31
نردیکس 25
نرسه 21
نرسیده 28
نرمال 16,28,28,28,28,28,28,28,33
نرمی 15,41
نروی 55
نزدیک 17,17,17,17,17,17,17,17,17,18,18,18,22,26,28,40,49,53,53
نزدیکی 57,57
نزند 46
نسبت 12,12,13,16,16,17,18,18,18,18,18,2,23,28,28,28,28,28,28,28,28,28,28,33,40,42,43,46,46,53,53,53,57,57,58,58,58,6,60
نسبتاً 28,58
نسبتی 52
نسبی 28
نسخه 1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,52,53,53,54,55,56,57,58,59,6,60,7,8,9
نشاسته 28
نشان 15,15,16,18,18,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,31,33,36,37,39,39,40,40,41,46,49,49,49,49,51,52,53,57,57
نشاندهده 57
نشانه 28,9
نشانهٔ 17
نشانگان 18,18
نشانگر 28
نشانی 1,10,10,11,12,13,13,14,15,15,16,17,18,19,2,20,21,21,22,23,24,25,26,26,27,28,29,3,30,31,32,32,33,33,34,35,36,37,38,39,39,4,40,41,41,42,43,44,44,45,45,46,47,48,49,5,5,50,51,52,52,52,53,53,53,53,54,54,55,55,56,56,57,58,59,6,60,60,7,8,9
نشتر 28
نشده 11,23,26,28,28,28,53,53,54,60,7,7
نشریات 52
نشست 51,51
نشستن 17,17,17,18,18,21
نشسته 17,18,6
نشود 16,16,18,20,53,54,54
نشوند 28
نشیمن 17
نشیمنگاه 17,18,18,18,26,34,6
نصاب 28
نظارت 25,25,25,25,25,28,53,53
نظافت 21,21,33,41,49
نظام 11,42,49,52,52,52,52,52,53,53,53,53,53
نظامی 11,11,16,16,25,35,35,50,50,50,52,53,8,8
نظامیان 50
نظرات 53
نظری 11,14,27,27,27,53,53,53
نظریه 28,5,53,53
نظیر 1,2,27,35,35,35,35,54,57
نعوظ 57,57
نفتی 60
نفره 3
نفروپاتی 28,28,28,28,28,28,28,28,28,28
نفری 28
نفوذ 30,47,58,58
نفیس 53,53
نقاش 13
نقاشی 13,13,13,23
نقاط 1,10,11,11,18,20,20,35,40,57
نقایص 44
نقدی 6
نقرس 15
نقشه 53,53
نقشی 12,20,28,53,58
نقطه 1,24,32,55,57
نقیصه 53
نماد 11
نماز 11
نمازخانه 56
نماند 8
نمایان 28,6
نمایانگر 28,28
نماید 16,25,28,28,28,28,49
نمایش 19,55
نمایند 28,57
نماینده 52
نمایندگان 50,50,50
نمایه 16
نمدی 54
نمناک 33,51
نمود 16,25,25,28,45,49,57
نمودار 16,39
نمودارهای 16
نمودن 30,30,30,47
نمودند 28
نموده 25,30,30,58
نمودهای 16,21,49
نمودی 21
نمونه 11,18,31,31,31,33,47,49,51,51,53,53,53,53,54,57,8
نمونهٔ 18,18
نمیشود 16
نهائی 20,20
نهاد 23,57
نهال 58
نهاوند 21
نهایت 11,13,18,18,18,28,28,28,35,53,53,53,53,7
نهایی 23,57,6,6
نهفته 28
نوآوری 11,16,16,53
نواحی 24,33,46,46,57,60,60
نوار 1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,28,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,46,47,47,47,47,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,7,8,8,9
نوار_بهداشتی 47
نوارعصب 8
نوارهای 28,43,47
نوازنده 23
نواقص 28,28,28,28,28,31
نوامبر 16,17,18,21,22,22,23,24,28,36,38,38,41,44,51,54,58,9,9
نوبل 53,53,53,53
نوجوانان 28,57
نوجوانی 15,27,28,53
نورفوکساسین 33
نورودژنراتیو 28
نوروپاتی 28,28,28,28,28,28,28,28,28
نوروپاتیک 28
نورپردازی 17
نورگیرهایی 21,21
نوزاد 10,16,28,28,52,54,54,54,54,54,54,54
نوزادان 10,16,27,28,35,35,44,47,52,53,53,54
نوزادانی 35
نوزادی 28
نوزده 23
نوزدهم 11,13,23,53,53,53,53,57
نوسانات 41
نوسنگی 21
نوشت 57
نوشتار 26,3,47,48,52
نوشتارهای 18,41
نوشتارهایی 18
نوشتن 15,32,32,46,46
نوشته 15,18,18,18,18,54,56
نوشیدن 31,31,9,9
نوشیدنی 48,48
نوظهور 20,20
نوعی 14,15,16,16,17,17,18,18,23,24,28,28,28,32,32,49,53,57,57,60,7
نوگرا 55
نوید 28
نویدبخش 33
نویز 41
نویسنده 28
نویسندگان 18,18,18,18,18,18,18,28,28,28,28,28,28,53,53,56,7
نویفرت 17
نوین 13,24,25,25,27,50,51,53
نوینی 25
نپرداختن 49
نپزد 49
نژاد 28,28,43
نژادهای 28
نکات 11,16,17,25,60
نکاتی 30
نکته 25,25,28,28,28,31,41,46,46,46,58
نکتهٔ 11,18
نکرد 18
نکردن 17,31,53,54
نکند 49
نکنند 31,57
نگار 13
نگارش 25
نگاری 15
نگاشت 53
نگاه 11,11,18,28,34,51
نگران 42
نگرانی 57
نگرش 21,21,49,49,6,6
نگهدار 17,17
نگهدارندهٔ 23,23,23
نگهداری 11,15,19,24,27,3,3,3,49,49,51,53
نگهداری_از_خانه 49
نگهداشتن 51
نگیرد 16
نیاز 13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,18,18,27,28,28,28,28,28,28,28,28,28,28,3,30,31,31,31,39,41,46,46,49,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,54,54,54,57,57,58,58,58
نیازمند 16,16,16,16,16,16,17,23,23,23,27,27,27,28,28,28,28,28,28,28,28,28,28,30,31,32,32,32,39,39,39,39,39,39,39,39,39,41,41,46,46,46,46,46,49,49,49,49,49,52,52,52,56,56,56,57,57,57
نیازهای 16,31,31,43,53
نیازی 28,54,7,8,8
نیافته 16
نیالوده 31
نیترات 33
نیتروژن 16,58,58,58,58,58
نیرو 22,50,8
نیروهای 13
نیروی 18,49,49,49,50,50,52,53,53,8,8,8
نیست 1,10,11,12,13,13,14,15,16,16,16,17,18,19,2,20,21,22,23,23,24,25,26,27,28,28,28,28,29,3,30,31,31,31,31,31,32,33,34,35,35,36,37,38,39,39,4,40,41,42,43,44,45,46,46,47,48,49,49,5,50,51,52,53,53,53,53,54,55,56,57,57,57,57,58,59,6,60,7,8,9
نیستاتین 10
نیستند 20,54,54
نیلو 56
نیمه 39
نیمکره 53
نیمی 24,28,28,28,40
نیوریست 18
نیویورک 18,55,57,57
نیکان 16
نیکلاس 55
نیکوتین 28,28
نیگرنس 28
نیگریکانز 28
هادر 25
هادی 17,17,18,26,26,34,34,6,6
هاردینگ 49
هاروارد 28
هاروطونیان 27
هاروی 57,57
هاریسون 28
هاسنکلور 55
هاضمه 16,17,26
هافمن 5
هانت 15,15
هانور 25
هایشان 13
هایپر 28,28
هایپراسمولار 28,28
هایپراوسمولار 28,28
هایپراوسمولاریتی 28
هایپرتنشن 7
هایپرگلایسمی 28,28,28
هایی 53,53
هتروژن 28
هجری 23,43,58
هدایت 15,17,21,53,58
هدفمند 53
هدیه 58
هذیان 13
هراسی 13,13
هربار 47,57
هرتز 41
هردو 16,16,18,28,28
هرروز 16
هرساله 18,18
هرمیلیون 28
هروفیلوس 53
هرومونی 31
هرپس 57
هرپسی 7
هرچند 1,10,11,11,12,13,14,15,16,17,17,18,19,2,20,21,21,22,23,24,25,26,27,28,28,28,29,3,30,31,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,57,58,59,6,6,60,7,8,9,9
هرچه 8
هرکدام 18,18,20,20,41,53
هرگاه 49,5
هرگز 31,57,57
هرگونه 11,18,47,47,57,57
هریک 11
هزار 17,25,28,40,40,40,52,52,52,52,52,57,57,7
هزاران 14,20,56,58
هزاره 15,15,40
هزینه 17,18,57
هزینهٔ 18
هستم 32
هستند 1,10,11,13,16,16,16,17,17,18,18,20,20,20,20,20,20,22,23,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,31,31,31,31,31,31,32,33,35,37,41,42,42,43,46,46,47,49,49,53,53,56,57,57,57,57,57,57,58,7,8,8,9,9
هستنند 18
هشتم 18,43,53
هشتمین 28
هشتی 21
هشدار 14,19,23
هفتاد 15,52
هفته 16,28,28,28,32,42,58,58,7
هفتگی 28
همان 11,14,16,17,21,27,28,28,31,31,40,5,52,53,53,58,58,7
همانطور 20
همانطوری 36
همانند 16,18,18,28,31,47,8,8
همانندِ 27
هماهنگ 53,53
هماهنگی 11,7
همایش 50
همبستگی 37
همدان 52
همراه 11,11,11,12,12,12,13,13,13,14,15,16,16,17,18,18,18,21,21,22,22,22,22,24,24,24,25,27,27,28,28,28,28,28,28,28,28,28,28,28,30,30,30,31,31,31,31,31,37,41,41,43,43,44,46,47,47,47,48,48,48,48,53,53,53,53,55,55,55,57,57,60,60,7,7,8,8,9,9,9
همراهان 53
همراهی 28
همرده 15
همزمان 16,16,53
همسان 53
همسر 57
همسنگ 23,23
همسویی 18
همشهری 60
همنشین 21
همهٔ 1,1,10,10,11,11,12,12,13,13,14,14,15,15,16,16,16,17,17,17,18,18,18,18,19,19,2,2,20,20,21,21,22,22,23,23,23,24,24,25,25,25,26,26,27,27,28,28,29,29,3,3,30,30,31,31,32,32,33,33,34,34,35,35,36,36,37,37,38,38,39,39,4,4,40,40,41,41,42,42,43,43,44,44,44,45,45,46,46,47,47,48,48,49,49,5,5,50,50,51,51,52,52,53,53,53,54,54,54,55,55,56,56,57,57,57,58,58,59,59,6,6,6,60,60,7,7,8,8,9,9
همواره 16,21,28,28,31,52
هموگلوبین 28,28,28,28,28,28,28,28,28,28,28,28,28
همپوشانی 28
همچنان 18,28,53,55,60,60,60
همچنین 12,14,15,15,16,16,17,17,17,17,18,18,18,18,18,18,18,18,18,18,21,21,22,23,23,23,23,24,25,25,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,33,35,35,35,35,35,35,37,41,42,49,49,49,5,52,52,52,52,53,53,53,53,53,57,57,57,57,58,58,58,58,58,60,60,8,8,9
همچون 11,18,18,18,21,24,24,28,28,28,28,28,28,28,28,28,30,51,51,51,53,53,53,53,53,53,53,53,53,53,53,53,53,57,58,58,6
همکاری 28,30,52
همگام 25
همگان 28
همگانی 11,11,17,17,17,18,18,18,21,21,33,40,53,53
همگی 53
همیشه 16,21,23,31,46,52,53,57,60
همیشگی 60
همین 1,10,11,11,12,13,14,15,16,16,17,17,17,17,18,18,19,2,20,20,20,20,21,22,23,24,25,26,27,27,28,28,28,28,28,28,28,28,29,3,30,31,31,31,31,31,32,33,34,35,36,37,38,39,39,4,40,41,42,43,44,44,45,46,46,47,48,49,5,50,51,52,53,53,53,54,55,56,57,58,59,6,60,7,8,9,9,9
همینطور 25
هنجاری 53
هندوستان 28
هندی 39,49
هنرمند 55
هنرمندان 55
هنری 16,43,55,55
هنوز 15,15,18,18,21,28,28,28,28,28,28,28,28,53,53,53,57,57
هنگام 10,15,15,16,17,17,18,18,18,21,26,28,28,28,28,28,3,31,32,49,57,57,59,9,9,9
هنگامی 12,18,5,5,5,57,57
هوابرش 41
هوارسانی 58
هوازی 33,58,58
هوانوردی 53
هواپیما 17,18,26,34,6
هوای 1,15,18,18,19,21,21,21,22,24,31,56,56,60,60
هوایی 18,50,50,50,50,50
هورمون 10,2,28,28,28,57
هورمونی 10,28,28
هوشمند 17,18,26,34,6,8,8,8
هوشمندِ 34
هوشیارانه 53
هوشیاری 28,28
هوله 22
هولی 22
هوموسی 58
هپاتورنال 7
هپاتوپاتی 7
هپاتیت 30,57
هپاتیس 7
هپاتیک 28
هکتار 58
هیئت 25
هیتند 42
هیجان 31
هیجانات 31
هیجانی 13,13
هیدرات 23
هیدراتاسیون 28
هیدراته 23
هیدروستاتیک 2
هیدروفیل 23
هیدروژل 57,8
هیدروژن 30,33
هیدروکسی 23,23
هیره 20
هیزم 21,21,21
هیستامین 9
هیپوکلریت 30
هیچگونه 28
وآلرژی 53
وآمریکا 18
وآموزش 27
وابسته 13,13,25,27,28,28,28,28,28,28,28,28,28,28,28,28,31,53,53,57,58
وابستگی 13,5,5,5
واترلو 8
واجب 11,49
واحد 18,20,20,25,25,25,28,28,28,53
واحدهای 56
واحدی 15
وادب 35,59
وارد 1,1,1,10,10,10,11,11,11,11,12,12,12,13,13,13,14,14,14,14,15,15,15,16,16,16,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,2,2,2,20,20,20,21,21,21,21,21,21,22,22,22,23,23,23,24,24,24,25,25,25,26,26,26,27,27,27,28,28,28,28,28,28,28,28,28,28,28,29,29,29,3,3,3,30,30,30,31,31,31,32,32,32,33,33,33,33,34,34,34,35,35,35,36,36,36,37,37,37,38,38,38,39,39,39,4,4,4,40,40,40,41,41,41,42,42,42,43,43,43,44,44,44,45,45,45,46,46,46,46,47,47,47,48,48,48,49,49,49,49,49,5,5,5,50,50,50,51,51,51,52,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,54,54,55,55,55,56,56,56,57,57,57,57,57,58,58,58,59,59,59,6,6,6,6,60,60,60,7,7,7,8,8,8,9,9,9
واردات 25,57
واردمی 20
وارده 6
وارسی 53
واسالیوس 53
واسطه 35,56
واسطهٔ 23
واشاره 46
واشلت 18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
واشورتّو 18,18
واشورِتّو 18
واشینگتن 23
واشیکی 18
واضح 23,28,28
واضحی 28,28
واقع 17,25,28,28,28,35,53,56,56,57,57,58,8
واقعاً 18
واقعی 28,49
واقعیت 28
والا 25
والاس 49,49,49,49,49
والتر 15
والخدمات 50
والدین 16,17,31,31,31,42
وانتشار 33
واژن 57,57,57,57,57,57,57
واژه 15,15,15,15,15,15,15,22,22,22,22,22,25,28,41,49,53
واژهٔ 15,17,17,18
واژگان 1,1,1,13,13,13,17,17,17,2,2,27,30,30,30,34,34,34,34,34,34,4,4,4,41,41,41,43,44,44,44,45,45,50,50,51,51,51,53,53,55,55,57,57,57,59,59,59,60,60,60,8,8,8,8
واژگانی 6
واکسن 2,33
واکسیناسیون 31,31,53
واکنش 28,28,28,28,28,28,31,33,52,56
واکنشی 13,13
واکور 28
واگذار 23,27,49,52
واگیر 12
واگیردار 11,18
وایس 7
وایمپلنت 46
وبگاه 18,57,57
وبیش 20
وبیماری 28
وتخم 16
وتقسیم 20
وجود 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2,2,2,2,2,2,2,2,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,30,30,30,31,31,33,33,33,33,33,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,44,44,44,44,45,45,45,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,49,49,49,49,49,49,49,49,49,49,49,5,5,5,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,51,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,59,59,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,60,60,60,60,60,60,60,60,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9
وجودی 28,39
وحشیانه 13
وخیم 53
وخیمی 53
ودارای 20
ودندان 28
ودود 33
ودیستال 46
وراثتی 12,4
ورتون 56
وردخوانی 15
ورزش 28,28,28,28,28,28,31,31,31
ورزشی 16,2,2,28,54,56
ورمی 58,58
ورنوری 5,5
ورود 1,11,18,18,21,21,21,21,28,28,49,53,57
ورودی 17,21,34
ورودین 8
ورودیِ 21
وریدی 28
وزارت 14,25,25,25,25,25,25,27,28,28,28,52,53,53,53,53,53,57
وزارت_بهداشت_و_خدمات_انسانی_ایالات_متحده_آمریکا 50
وزارتخانه 28,50,53,53
وزوز 35
وزیر 15,15,25,25,25,46,50
وسائل 35,51
وسایر 25
وسایل 15,18,27,30,30,30,30,30,30,35,35,35,41,46,46,49,49,55,60
وسایلی 18,30,49
وسرطان 53
وسطای 54,54
وسطی 15,16,21,53,53,53
وسعت 11,56
وسواس 13,23,9,9
وسیع 20,21,33
وسیعی 2,53
وسیله 1,17,18,18,18,18,18,18,18,18,2,20,20,25,28,30,30,30,30,30,35,54,57,57,57
وسیلهٔ 17,17,57,58,58
وشبکیه 20,20
وشدت 20
وشکم 20,20
وضعیت 11,16,18,2,25,28,28,28,28,28,28,28,28,28,28,28,28,28,31,31,31,52,53,53,53,53,6,6,6,7,7
وضعیتی 16,28,58,7,7,7
وضوح 53
وطعم 46
وظایف 25,28,31,35,35,35,49,49,49,49,49,49,53,53
وظیفه 25,25,31
وعده 16,28,31,9
وعضو 20,20
وقایع 11,11,53
وقتی 28,28,28,31,31,46,53,7
وقوع 28
ولتر 25
ولرم 21,54
ومجاری 53
ومطالعه 20
ونمی 46
ونوجوانانی 10
ووسایل 46
وپائین 46
وپایین 46
وکلا 35
وکوری 20
وکیل 21
وگرنه 42,42,42
وی 51
ویتامین 16,16,16,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30
ویتامینی 28,28,44
ویتکویچ 55
ویدمن 55
ویران 15
ویرایش 1,1,10,10,11,11,11,11,12,12,13,13,14,14,15,15,15,15,15,15,15,16,16,16,16,17,17,17,18,18,18,19,2,2,20,20,21,21,21,21,22,23,23,24,24,24,24,25,26,26,26,26,27,27,27,28,28,28,29,3,30,31,32,32,32,33,33,33,34,34,34,35,36,36,37,38,39,4,40,40,40,41,41,42,42,43,43,43,44,44,45,46,46,46,46,47,47,48,49,5,50,50,50,50,50,51,52,52,52,53,53,53,53,54,54,54,55,55,55,56,57,57,57,57,57,58,58,58,58,59,59,6,6,60,7,7,7,7,8,8,8,9
ویرجینیا 38
ویروس 28,28,30,47,57,57
ویروسی 21,28
ویزیت 15,15,28,53,53,53,53,53
ویلهلم 55,55
ویلیام 8
ویژه 1,1,1,10,11,11,11,11,12,12,13,13,14,15,15,16,16,16,17,18,18,19,2,20,21,21,22,23,23,24,24,25,25,26,27,27,28,29,3,30,31,31,32,33,33,33,33,33,34,35,35,36,37,38,39,4,40,41,42,43,43,44,45,46,47,48,49,5,50,51,52,52,53,53,53,53,53,54,55,56,57,57,58,58,59,6,60,7,8,9,9,9
ویژهٔ 18,18,18,18,27
ویژگی 15,28,28,28,30,33,57
ویژگیهای 2
